word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency,stem
Tommy,PM.NOM,|Tommy..pm.1|,-,189,244.294306,Tommy
förstås,AB,|förstås..ab.1|,-,188,243.001744,förstås
sin,PS.UTR.SIN.DEF,|sig..pn.1|i_sin..avm.1|,-,188,243.001744,sig
allt,DT.NEU.SIN.IND+DEF,|all..pn.1|,-,187,241.709181,all
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|sätta_sig..vbm.1|,-,187,241.709181,sig
prata,VB.INF.AKT,|prata..vb.1|,-,186,240.416619,prata
De,DT.UTR+NEU.PLU.DEF,|en..al.1|,-,184,237.831494,en
gamla,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|gammal..av.1|,-,184,237.831494,gammal
Annika,PM.NOM,|Annika..pm.1|,-,183,236.538931,Annika
behöver,VB.PRS.AKT,|behöva..vb.1|,-,182,235.246369,behöva
förstod,VB.PRT.AKT,|förstå..vb.1|,+,182,235.246369,förstå
en,DT.UTR.SIN.IND,|en..al.1|en_gång..abm.1|,-,182,235.246369,en
klockan,NN.UTR.SIN.DEF.NOM,|klocka..nn.1|,-,181,233.953806,klocka
i,PP,|i..pp.1|i_alla_fall..abm.1|,-,181,233.953806,i
röst,NN.UTR.SIN.IND.NOM,|röst..nn.1|,-,181,233.953806,röst
stannade,VB.PRT.AKT,|stanna..vb.1|,-,180,232.661244,stanna
varför,HA,|varför..ab.1|,+,179,231.368681,varför
ser,VB.PRS.AKT,|se..vb.1|,-,178,230.076119,se
vår,PS.UTR.SIN.DEF,|vi..pn.1|,-,178,230.076119,vi
i,PP,|i..pp.1|i_sin..avm.1|,-,177,228.783557,i
faktiskt,AB.POS,|faktisk..av.1|,-,176,227.490994,faktisk
natten,NN.UTR.SIN.DEF.NOM,|natt..nn.1|,+,176,227.490994,natt
annan,JJ.POS.UTR.SIN.IND.NOM,|annan..pn.1|,-,175,226.198432,annan
hus,NN.NEU.SIN.IND.NOM,|hus..nn.1|,-,175,226.198432,hus
Gandalf,PM.NOM,|,-,174,224.905869,
Lille,JJ.POS.MAS.SIN.DEF.NOM,|liten..av.1|,-,174,224.905869,liten
Varför,HA,|varför..ab.1|,+,174,224.905869,varför
kunnat,VB.SUP.AKT,|kunna..vb.1|,-,173,223.613307,kunna
någonsin,AB,|någonsin..ab.1|,-,173,223.613307,någonsin
landet,NN.NEU.SIN.DEF.NOM,|land..nn.3|land..nn.2|land..nn.1|,-,173,223.613307,land
den,DT.UTR.SIN.DEF,|en..al.1|den..pn.1|den_där..pnm.1|,-,172,222.320744,en
Wennerström,PM.NOM,|,-,171,221.028182,
med,PL,|med..ab.1|,-,171,221.028182,med
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|vända_sig..vbm.1|,-,171,221.028182,sig
sagt,VB.SUP.AKT,|säga..vb.1|,-,171,221.028182,säga
tala,VB.INF.AKT,|tala..vb.1|,-,171,221.028182,tala
för,PP,|för..pp.1|för_sig..abm.1|,-,170,219.735619,för
barnen,NN.NEU.PLU.DEF.NOM,|barn..nn.1|,+,169,218.443057,barn
tänka,VB.INF.AKT,|tänka..vb.1|,-,168,217.150494,tänka
KITTY,PM.NOM,|,-,168,217.150494,
sidan,NN.UTR.SIN.DEF.NOM,|sida..nn.1|,-,167,215.857932,sida
litet,JJ.POS.NEU.SIN.IND.NOM,|liten..av.1|,-,167,215.857932,liten
barn,NN.NEU.PLU.IND.NOM,|barn..nn.1|,-,167,215.857932,barn
mest,AB.SUV,|mycket..ab.1|,-,166,214.565369,mycket
folk,NN.NEU.PLU.IND.NOM,|folk..nn.1|,-,166,214.565369,folk
luften,NN.UTR.SIN.DEF.NOM,|luft..nn.2|luft..nn.1|,-,165,213.272807,luft
varje,DT.UTR+NEU.SIN.IND,|,-,165,213.272807,
bra,AB.POS,|bra..av.1|bra..ab.2|bra..ab.1|,-,165,213.272807,bra
nästa,JJ.POS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nästa..av.1|,-,165,213.272807,nästa
berättade,VB.PRT.AKT,|berätta..vb.1|,-,165,213.272807,berätta
väg,NN.UTR.SIN.IND.NOM,|väg..nn.1|,-,164,211.980244,väg
bättre,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|god..av.1|bra..av.1|,-,163,210.687682,god
golvet,NN.NEU.SIN.DEF.NOM,|golv..nn.1|,-,163,210.687682,golv
Är,VB.PRS.AKT,|vara..vb.1|,-,163,210.687682,vara
dagar,NN.UTR.PLU.IND.NOM,|dag..nn.1|,-,163,210.687682,dag
följde,VB.PRT.AKT,|följa..vb.1|,-,163,210.687682,följa
uppe,AB,|uppe..ab.1|,-,162,209.39512,uppe
inne,AB,|inne..ab.1|,-,162,209.39512,inne
egen,JJ.POS.UTR.SIN.IND+DEF.NOM,|egen..av.1|,-,162,209.39512,egen
nere,AB,|nere..ab.1|,-,162,209.39512,nere
denna,DT.UTR.SIN.DEF,|denna..pn.1|,-,161,208.102557,denna
ligger,VB.PRS.AKT,|ligga..vb.1|,+,161,208.102557,ligga
kände,VB.PRT.AKT,|känna..vb.1|känna_sig..vbm.1|,-,161,208.102557,känna
dit,AB,|dit..ab.1|,-,161,208.102557,dit
förbi,PL,|,+,161,208.102557,
tillbaka,PL,|tillbaka..ab.1|komma_tillbaka..vbm.1|,-,160,206.809995,tillbaka
världen,NN.UTR.SIN.DEF.NOM,|värld..nn.1|,-,160,206.809995,värld
dessa,DT.UTR+NEU.PLU.DEF,|denna..pn.1|,-,160,206.809995,denna
prinsen,NN.UTR.SIN.DEF.NOM,|prins..nn.1|,-,159,205.517432,prins
all,DT.UTR.SIN.IND+DEF,|all..pn.1|,-,159,205.517432,all
fyra,RG.NOM,|fyra..nl.1|,-,159,205.517432,fyra
inga,DT.UTR+NEU.PLU.IND,|ingen..pn.1|,-,159,205.517432,ingen
ihåg,PL,|komma_ihåg..vbm.1|,-,158,204.22487,komma_ihåg
plats,NN.UTR.SIN.IND.NOM,|plats..nn.1|,-,158,204.22487,plats
det,PN.NEU.SIN.DEF.SUB+OBJ,|den..pn.1|den_här..pnm.1|,-,158,204.22487,den
knappt,AB.POS,|knappt..ab.1|knapp..av.1|,-,157,202.932307,knappt
vore,VB.KON.PRT.AKT,|vara..vb.1|,-,157,202.932307,vara
bodde,VB.PRT.AKT,|bo..vb.1|,-,156,201.639745,bo
Blomkvist,PM.NOM,|,-,156,201.639745,
sak,NN.UTR.SIN.IND.NOM,|sak..nn.1|,-,156,201.639745,sak
DIN,PS.UTR.SIN.DEF,|du..pn.1|,-,155,200.347182,du
brukar,VB.PRS.AKT,|bruka..vb.1|,-,155,200.347182,bruka
gav,VB.PRT.AKT,|ge..vb.1|,-,154,199.05462,ge
åtminstone,AB,|åtminstone..ab.1|,-,154,199.05462,åtminstone
hit,AB,|hit..ab.1|,-,154,199.05462,hit
Christoffer,PM.NOM,|Christoffer..pm.1|,-,154,199.05462,Christoffer
ofta,AB.POS,|ofta..ab.1|,-,154,199.05462,ofta
lät,VB.PRT.AKT,|låta..vb.1|,-,154,199.05462,låta
på,PP,|på..pp.1|upp_på..ppm.1|,-,154,199.05462,på
fem,RG.NOM,|fem..nl.1|,-,153,197.762057,fem
gåskarlen,NN.UTR.SIN.DEF.NOM,|gåskarl..nn.1|,+,153,197.762057,gåskarl
säkert,AB.POS,|säker..av.1|,-,152,196.469495,säker
andra,PN.UTR+NEU.PLU.IND.SUB+OBJ,|annan..pn.1|,-,152,196.469495,annan
satte,VB.PRT.AKT,|sätta..vb.1|sätta_sig..vbm.1|,-,152,196.469495,sätta
det,DT.NEU.SIN.DEF,|en..al.1|den..pn.1|den_här..pnm.1|,-,152,196.469495,en
bredvid,PP,|bredvid..pp.1|,+,151,195.176932,bredvid
svårt,JJ.POS.NEU.SIN.IND.NOM,|svår..av.1|,-,151,195.176932,svår
Robin,PM.NOM,|Robin..pm.1|,-,150,193.88437,Robin
menar,VB.PRS.AKT,|mena..vb.1|,-,150,193.88437,mena
land,NN.NEU.SIN.IND.NOM,|land..nn.3|land..nn.2|land..nn.1|,-,150,193.88437,land
hjälp,NN.UTR.SIN.IND.NOM,|hjälp..nn.1|,-,149,192.591807,hjälp
väldigt,AB.POS,|väldig..av.1|,-,149,192.591807,väldig
följa,VB.INF.AKT,|följa..vb.1|,-,149,192.591807,följa
mej,PN.UTR.SIN.DEF.OBJ,|jag..pn.1|,-,149,192.591807,jag
saken,NN.UTR.SIN.DEF.NOM,|sak..nn.1|,-,148,191.299245,sak
nickade,VB.PRT.AKT,|nicka..vb.2|nicka..vb.1|,-,148,191.299245,nicka
vem,HP.UTR.SIN.IND,|vem..pn.1|,-,148,191.299245,vem
huset,NN.NEU.SIN.DEF.NOM,|hus..nn.1|,-,147,190.006683,hus
vilja,VB.INF.AKT,|vilja..vb.1|,-,147,190.006683,vilja
någonting,PN.NEU.SIN.IND.SUB+OBJ,|någonting..pn.1|,-,147,190.006683,någonting
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|resa_sig..vbm.1|,-,147,190.006683,sig
står,VB.PRS.AKT,|stå..vb.1|,-,147,190.006683,stå
i,PP,|i..pp.1|i_dag..abm.1|,-,146,188.71412,i
sjön,NN.UTR.SIN.DEF.NOM,|sjö..nn.1|,-,146,188.71412,sjö
högt,AB.POS,|hög..av.1|,-,146,188.71412,hög
större,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|stor..av.1|,-,145,187.421558,stor
människorna,NN.UTR.PLU.DEF.NOM,|människa..nn.1|,-,145,187.421558,människa
rätt,AB,|rätt..av.1|rätt..ab.1|,-,144,186.128995,rätt
på,PL,|på..ab.1|,-,144,186.128995,på
långa,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|lång..av.1|,-,144,186.128995,lång
vänner,NN.UTR.PLU.IND.NOM,|vän..nn.1|,-,144,186.128995,vän
Cecilia,PM.NOM,|Cecilia..pm.1|,-,144,186.128995,Cecilia
bordet,NN.NEU.SIN.DEF.NOM,|bord..nn.1|,-,144,186.128995,bord
även,AB,|även..ab.1|,-,144,186.128995,även
ned,PL,|ned..ab.1|,-,144,186.128995,ned
Har,VB.PRS.AKT,|ha..vb.1|,-,143,184.836433,ha
kväll,NN.UTR.SIN.IND.NOM,|kväll..nn.1|,-,142,183.54387,kväll
talade,VB.PRT.AKT,|tala..vb.1|,-,142,183.54387,tala
äta,VB.INF.AKT,|äta..vb.1|,-,142,183.54387,äta
brukade,VB.PRT.AKT,|bruka..vb.1|,-,142,183.54387,bruka
handen,NN.UTR.SIN.DEF.NOM,|hand..nn.1|,-,142,183.54387,hand
Ett,DT.NEU.SIN.IND,|en..al.1|,-,141,182.251308,en
märkte,VB.PRT.AKT,|märka..vb.1|,-,141,182.251308,märka
hjälpa,VB.INF.AKT,|hjälpa..vb.1|,-,140,180.958745,hjälpa
Vangers,PM.GEN,|,-,140,180.958745,
gott,JJ.POS.NEU.SIN.IND.NOM,|gott..av.1|god..av.1|,-,140,180.958745,gott
Dirch,PM.NOM,|,-,140,180.958745,
drog,VB.PRT.AKT,|dra..vb.1|,-,140,180.958745,dra
till,PL,|till..ab.1|,-,140,180.958745,till
ge,VB.INF.AKT,|ge..vb.1|,-,138,178.37362,ge
igen,PL,|igen..ab.2|igen..ab.1|,-,138,178.37362,igen
varken,KN,|,-,138,178.37362,
förut,AB,|förut_2..ab.1|förut..ab.1|,+,138,178.37362,förut_2
annan,JJ.POS.UTR.SIN.IND.NOM,|annan..pn.1|en_annan..pnm.1|,-,138,178.37362,annan
sprang,VB.PRT.AKT,|springa..vb.1|,-,138,178.37362,springa
år,NN.NEU.SIN.IND.NOM,|år..nn.1|,-,138,178.37362,år
tillsammans,AB,|tillsammans..ab.1|,-,138,178.37362,tillsammans
minuter,NN.UTR.PLU.IND.NOM,|minut..nn.2|minut..nn.1|,-,138,178.37362,minut
fönstret,NN.NEU.SIN.DEF.NOM,|fönster..nn.1|,-,138,178.37362,fönster
gången,NN.UTR.SIN.DEF.NOM,|gång..nn.3|gång..nn.2|gång..nn.1|,-,138,178.37362,gång
utanför,PP,|utanför..pp.1|,-,138,178.37362,utanför
ända,AB,|ända..ab.1|,-,137,177.081058,ända
vatten,NN.NEU.SIN.IND.NOM,|vatten..nn.1|,-,137,177.081058,vatten
om,SN,|om..sn.1|se_om..vbm.1|,-,137,177.081058,om
vidare,AB.KOM,|vidare..ab.1|vid..av.1|,-,137,177.081058,vidare
ord,NN.NEU.PLU.IND.NOM,|ord..nn.1|,-,136,175.788495,ord
fort,AB.POS,|fort..ab.1|,-,136,175.788495,fort
rummet,NN.NEU.SIN.DEF.NOM,|rum..nn.1|,+,136,175.788495,rum
stranden,NN.UTR.SIN.DEF.NOM,|strand..nn.1|,-,135,174.495933,strand
stanna,VB.INF.AKT,|stanna..vb.1|,-,135,174.495933,stanna
Hedestad,PM.NOM,|,-,135,174.495933,
gång,NN.UTR.SIN.IND.NOM,|gång..nn.3|gång..nn.2|gång..nn.1|,-,135,174.495933,gång
förstå,VB.INF.AKT,|förstå..vb.1|,+,135,174.495933,förstå
sedan,SN,|sedan..sn.1|,-,134,173.20337,sedan
Karr,PM.NOM,|,-,134,173.20337,
hel,JJ.POS.UTR.SIN.IND.NOM,|hel..av.1|,-,134,173.20337,hel
Man,PN.UTR.SIN.IND.SUB,|man..pn.1|,-,133,171.910808,man
saker,NN.UTR.PLU.IND.NOM,|sak..nn.1|,-,133,171.910808,sak
sitta,VB.INF.AKT,|sitta..vb.1|,+,132,170.618246,sitta
rum,NN.NEU.SIN.IND.NOM,|rum..nn.1|,-,132,170.618246,rum
vilket,HP.NEU.SIN.IND,|,-,132,170.618246,
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|befinna_sig..vbm.1|,-,132,170.618246,sig
del,NN.UTR.SIN.IND.NOM,|del..nn.1|,-,131,169.325683,del
hemma,AB,|hemma..ab.1|,-,131,169.325683,hemma
KÄRA,PM.NOM,|,-,131,169.325683,
tur,NN.UTR.SIN.IND.NOM,|tur..nn.2|tur..nn.1|,-,131,169.325683,tur
omkring,PP,|omkring..pp.1|,+,131,169.325683,omkring
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|ta_sig..vbm.1|,-,131,169.325683,sig
van,PM.NOM,|,-,131,169.325683,
egentligen,AB,|egentligen..ab.1|,-,130,168.033121,egentligen
Torin,NN.UTR.SIN.DEF.NOM,|,-,130,168.033121,
Vid,PP,|vid..pp.1|,-,130,168.033121,vid
skriva,VB.INF.AKT,|skriva..vb.1|,-,130,168.033121,skriva
mat,NN.UTR.SIN.IND.NOM,|mat..nn.2|mat..nn.1|,-,130,168.033121,mat
ut,PL,|ut..ab.1|gå_ut..vbm.1|,-,129,166.740558,ut
fram,PL,|fram..ab.1|komma_fram..vbm.1|,-,129,166.740558,fram
Jo,IN,|jo..in.1|,-,129,166.740558,jo
börjat,VB.SUP.AKT,|börja..vb.2|börja..vb.1|,-,129,166.740558,börja
alltså,AB,|alltså..ab.1|,+,127,164.155433,alltså
och,KN,|och..kn.1|till_och_med..abm.1|till_och_med..ppm.1|,-,126,162.862871,och
en,DT.UTR.SIN.IND,|en..al.1|en_annan..pnm.1|,-,126,162.862871,en
runt,PP,|runt..pp.1|,-,126,162.862871,runt
pratade,VB.PRT.AKT,|prata..vb.1|,-,126,162.862871,prata
havet,NN.NEU.SIN.DEF.NOM,|hav..nn.2|hav..nn.1|,-,126,162.862871,hav
hastigt,AB.POS,|hastig..av.1|,-,126,162.862871,hastig
för,AB,|för..ab.1|,-,125,161.570308,för
man,NN.UTR.SIN.IND.NOM,|man..nn.2|man..nn.1|,-,125,161.570308,man
går,AB,|i_går..abm.1|,-,124,160.277746,i_går
Dussel,PM.NOM,|,-,124,160.277746,
ganska,AB,|ganska..ab.1|,-,124,160.277746,ganska
kungen,NN.UTR.SIN.DEF.NOM,|kung..nn.1|,-,124,160.277746,kung
låta,VB.INF.AKT,|låta..vb.1|,-,124,160.277746,låta
ibland,AB,|ibland..ab.1|,-,124,160.277746,ibland
sex,RG.NOM,|sex..nl.1|,-,123,158.985183,sex
hunnit,VB.SUP.AKT,|hinna..vb.1|,-,123,158.985183,hinna
ungefär,AB,|ungefär..ab.1|,-,122,157.692621,ungefär
inget,DT.NEU.SIN.IND,|ingen..pn.1|,-,122,157.692621,ingen
hitta,VB.INF.AKT,|hitta..vb.1|,+,121,156.400058,hitta
säker,JJ.POS.UTR.SIN.IND.NOM,|säker..av.1|,-,121,156.400058,säker
mycket,JJ.POS.NEU.SIN.IND.NOM,|,-,121,156.400058,
båda,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|,-,121,156.400058,
titta,VB.INF.AKT,|titta..vb.1|,+,121,156.400058,titta
familjen,NN.UTR.SIN.DEF.NOM,|familj..nn.1|,-,121,156.400058,familj
särskilt,AB,|särskilt..ab.1|särskild..av.1|,+,120,155.107496,särskilt
försöka,VB.INF.AKT,|försöka..vb.1|,+,120,155.107496,försöka
morgonen,NN.UTR.SIN.DEF.NOM,|morgon..nn.1|,+,120,155.107496,morgon
tillbaka,AB,|tillbaka..ab.1|,-,119,153.814933,tillbaka
fastän,SN,|,-,119,153.814933,
skrattade,VB.PRT.AKT,|skratta..vb.1|,-,119,153.814933,skratta
lyfte,VB.PRT.AKT,|lyfta..vb.1|,-,119,153.814933,lyfta
väntade,VB.PRT.AKT,|vänta..vb.1|,-,119,153.814933,vänta
stugan,NN.UTR.SIN.DEF.NOM,|stuga..nn.1|,-,119,153.814933,stuga
MILLENNIUM,PM.NOM,|,-,118,152.522371,
hände,VB.PRT.AKT,|hända..vb.1|,-,118,152.522371,hända
läsa,VB.INF.AKT,|läsa..vb.1|,+,118,152.522371,läsa
börja,VB.INF.AKT,|börja..vb.2|börja..vb.1|,-,118,152.522371,börja
morgon,NN.UTR.SIN.IND.NOM,|morgon..nn.1|,+,117,151.229809,morgon
Armanskij,PM.NOM,|,-,117,151.229809,
reste,VB.PRT.AKT,|resa..vb.2|resa..vb.1|resa_sig..vbm.1|,-,117,151.229809,resa
satte,VB.PRT.AKT,|sätta..vb.1|,-,117,151.229809,sätta
stället,NN.NEU.SIN.DEF.NOM,|ställe..nn.1|ställ..nn.1|i_stället..abm.1|,+,116,149.937246,ställe
Under,PP,|under..pp.1|,-,116,149.937246,under
ord,NN.NEU.SIN.IND.NOM,|ord..nn.1|,-,116,149.937246,ord
ner,AB,|ner..ab.1|,-,116,149.937246,ner
visst,AB,|visst..ab.1|viss..av.1|,-,116,149.937246,visst
minsta,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|liten..av.1|,-,116,149.937246,liten
kommo,NN.UTR.SIN.IND.NOM,|,+,116,149.937246,
strax,AB,|strax..ab.1|,-,115,148.644684,strax
Vad,HP.NEU.SIN.IND,|vad..pn.1|vad_för..pnm.1|,-,115,148.644684,vad
ditt,PS.NEU.SIN.DEF,|du..pn.1|,-,115,148.644684,du
allting,PN.NEU.SIN.IND.SUB+OBJ,|allting..pn.1|,-,115,148.644684,allting
smula,NN.UTR.SIN.IND.NOM,|smula..nn.1|en_smula..abm.1|,-,115,148.644684,smula
framåt,AB,|framåt..ab.1|,-,115,148.644684,framåt
pengar,NN.UTR.PLU.IND.NOM,|pengar..nn.1|peng..nn.1|,-,114,147.352121,pengar
känner,VB.PRS.AKT,|känna..vb.2|känna..vb.1|,-,114,147.352121,känna
om,PL,|om..ab.1|tala_om..vbm.1|,-,114,147.352121,om
ögonblick,NN.NEU.SIN.IND.NOM,|ögonblick..nn.1|,+,114,147.352121,ögonblick
åter,AB,|åter..ab.1|,-,113,146.059559,åter
en,DT.UTR.SIN.IND,|en..al.1|en_smula..abm.1|,-,113,146.059559,en
halv,JJ.POS.UTR.SIN.IND.NOM,|halv..av.1|,-,113,146.059559,halv
lille,JJ.POS.MAS.SIN.DEF.NOM,|liten..av.1|,-,112,144.766996,liten
försvann,VB.PRT.AKT,|försvinna..vb.1|,+,112,144.766996,försvinna
tyst,AB.POS,|tyst..av.1|,-,112,144.766996,tyst
hördes,VB.PRT.SFO,|höra..vb.1|,-,112,144.766996,höra
gården,NN.UTR.SIN.DEF.NOM,|gård..nn.2|gård..nn.1|,-,111,143.474434,gård
allra,AB,|allra..ab.1|,-,111,143.474434,allra
till,PP,|till..pp.1|till_sist..abm.1|,-,111,143.474434,till
ja,IN,|ja..in.1|,-,111,143.474434,ja
arbete,NN.NEU.SIN.IND.NOM,|arbete..nn.1|,+,111,143.474434,arbete
er,PN.UTR.PLU.DEF.OBJ,|ni..pn.1|,-,111,143.474434,ni
bad,VB.PRT.AKT,|be..vb.1|,-,110,142.181871,be
Tummetott,NN.UTR.SIN.IND.NOM,|tummetott..nn.1|,-,110,142.181871,tummetott
litet,AB.POS,|litet..ab.1|liten..av.1|,-,110,142.181871,litet
vinden,NN.UTR.SIN.DEF.NOM,|vind..nn.2|vind..nn.1|,-,109,140.889309,vind
skull,NN.UTR.SIN.IND.NOM,|för_skull..ppm.1|,-,109,140.889309,för_skull
Detta,PN.NEU.SIN.DEF.SUB+OBJ,|denna..pn.1|,-,109,140.889309,denna
tiden,NN.UTR.SIN.DEF.NOM,|tid..nn.1|hela_tiden..abm.1|,-,109,140.889309,tid
kaffe,NN.NEU.SIN.IND.NOM,|kaffe..nn.1|,-,109,140.889309,kaffe
detta,DT.NEU.SIN.DEF,|denna..pn.1|,-,109,140.889309,denna
länge,AB.POS,|länge..ab.1|så_länge..abm.1|,-,109,140.889309,länge
väg,NN.UTR.SIN.IND.NOM,|väg..nn.1|i_väg..abm.1|,-,108,139.596746,väg
tio,RG.NOM,|tio..nl.1|,-,108,139.596746,tio
i,PP,|i..pp.1|i_väg..abm.1|,-,107,138.304184,i
tvungen,PC.PRF.UTR.SIN.IND.NOM,|tvungen..av.1|tvinga..vb.1|,-,107,138.304184,tvungen
börjar,VB.PRS.AKT,|börja..vb.2|börja..vb.1|,-,107,138.304184,börja
staden,NN.UTR.SIN.DEF.NOM,|stad..nn.1|,-,107,138.304184,stad
sitter,VB.PRS.AKT,|sitta..vb.1|,-,106,137.011621,sitta
van,JJ.POS.UTR.SIN.IND.NOM,|van..av.1|,-,106,137.011621,van
runt,PL,|runt..ab.1|,-,106,137.011621,runt
ställe,NN.NEU.SIN.IND.NOM,|ställe..nn.1|,-,106,137.011621,ställe
timmar,NN.UTR.PLU.IND.NOM,|timme..nn.1|,-,105,135.719059,timme
en,RG.UTR.SIN.IND.NOM,|en..nl.1|,-,105,135.719059,en
äntligen,AB,|äntligen..ab.1|,-,105,135.719059,äntligen
heter,VB.PRS.AKT,|heta..vb.1|,-,105,135.719059,heta
huvud,NN.NEU.SIN.IND.NOM,|huvud..nn.1|,-,105,135.719059,huvud
om,PL,|om..ab.1|,-,104,134.426496,om
1944,RG.NOM,|,-,104,134.426496,
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|hålla_sig..vbm.1|,-,104,134.426496,sig
hem,PL,|hem..ab.1|,-,104,134.426496,hem
Först,AB,|först..ab.1|,-,104,134.426496,först
på,PP,|på..pp.1|på_nytt..abm.1|,-,104,134.426496,på
vän,NN.UTR.SIN.IND.NOM,|vän..nn.1|,-,104,134.426496,vän
ny,JJ.POS.UTR.SIN.IND.NOM,|ny..av.1|,-,103,133.133934,ny
for,VB.PRT.AKT,|fara..vb.1|,-,103,133.133934,fara
vänta,VB.INF.AKT,|vänta..vb.1|,+,103,133.133934,vänta
sängen,NN.UTR.SIN.DEF.NOM,|säng..nn.1|,-,103,133.133934,säng
möjligt,JJ.POS.NEU.SIN.IND.NOM,|möjlig..av.1|,-,103,133.133934,möjlig
Det,PN.NEU.SIN.DEF.SUB+OBJ,|den..pn.1|den_här..pnm.1|,-,102,131.841372,den
hemskt,AB.POS,|hemskt..ab.1|hemsk..av.1|,-,102,131.841372,hemskt
vacker,JJ.POS.UTR.SIN.IND.NOM,|vacker..av.1|,-,102,131.841372,vacker
sova,VB.INF.AKT,|sova..vb.1|,-,102,131.841372,sova
Kan,VB.PRS.AKT,|kunna..vb.1|,-,102,131.841372,kunna
ansiktet,NN.NEU.SIN.DEF.NOM,|ansikte..nn.1|,+,101,130.548809,ansikte
befann,VB.PRT.AKT,|befinna..vb.1|befinna_sig..vbm.1|,-,101,130.548809,befinna
Stockholm,PM.NOM,|Stockholm..pm.1|,-,101,130.548809,Stockholm
Herr,NN.UTR.SIN.IND.NOM,|herr..nn.1|,-,101,130.548809,herr
fråga,NN.UTR.SIN.IND.NOM,|fråga..nn.1|,-,101,130.548809,fråga
rakt,AB.POS,|rak..av.1|,-,101,130.548809,rak
Med,PP,|med..pp.1|,-,101,130.548809,med
Var,HA,|var..ab.1|,-,101,130.548809,var
inget,PN.NEU.SIN.IND.SUB+OBJ,|ingen..pn.1|,-,101,130.548809,ingen
Anne,PM.NOM,|Anne..pm.1|,-,101,130.548809,Anne
vände,VB.PRT.AKT,|vända..vb.2|vända..vb.1|vända_sig..vbm.1|,-,101,130.548809,vända
del,NN.UTR.SIN.IND.NOM,|del..nn.1|en_del..pnm.1|,-,100,129.256247,del
egna,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|egen..av.1|,-,100,129.256247,egen
nytt,JJ.POS.NEU.SIN.IND.NOM,|ny..av.1|,-,100,129.256247,ny
föll,VB.PRT.AKT,|falla..vb.1|,-,100,129.256247,falla
Daan,PM.NOM,|,-,100,129.256247,
så,AB,|så..ab.1|så_länge..abm.1|,-,100,129.256247,så
lämnade,VB.PRT.AKT,|lämna..vb.1|,-,100,129.256247,lämna
syntes,VB.PRT.SFO,|synas..vb.1|,-,100,129.256247,synas
gamle,JJ.POS.MAS.SIN.DEF.NOM,|gammal..av.1|,+,99,127.963684,gammal
massa,NN.UTR.SIN.IND.NOM,|massa..nn.2|massa..nn.1|,-,99,127.963684,massa
Torin,PM.NOM,|,-,99,127.963684,
bar,VB.PRT.AKT,|bära..vb.1|,-,99,127.963684,bära
emot,PL,|,-,99,127.963684,
lågo,VB.PRT.AKT,|,-,99,127.963684,
fru,NN.UTR.SIN.IND.NOM,|fru..nn.1|,-,99,127.963684,fru
ser,VB.PRS.AKT,|se..vb.1|se_ut..vbm.1|,-,99,127.963684,se
behövde,VB.PRT.AKT,|behöva..vb.1|,-,99,127.963684,behöva
Låt,VB.IMP.AKT,|låta..vb.1|,-,98,126.671122,låta
lade,VB.PRT.AKT,|lägga..vb.1|,-,98,126.671122,lägga
våra,PS.UTR+NEU.PLU.DEF,|vi..pn.1|,-,98,126.671122,vi
fram,AB,|fram..ab.1|,-,98,126.671122,fram
Kanin,NN.UTR.SIN.IND.NOM,|kanin..nn.1|,+,98,126.671122,kanin
köket,NN.NEU.SIN.DEF.NOM,|kök..nn.1|,-,98,126.671122,kök
hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel..av.1|hela_tiden..abm.1|,-,98,126.671122,hel
bor,VB.PRS.AKT,|bo..vb.1|,-,98,126.671122,bo
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|lägga_sig..vbm.1|,-,98,126.671122,sig
håller,VB.PRS.AKT,|hålla..vb.1|,+,98,126.671122,hålla
öppnade,VB.PRT.AKT,|öppna..vb.1|,-,98,126.671122,öppna
dessutom,AB,|dessutom..ab.1|,-,98,126.671122,dessutom
bron,NN.UTR.SIN.DEF.NOM,|bro..nn.1|,-,98,126.671122,bro
stå,VB.INF.AKT,|stå..vb.1|,-,98,126.671122,stå
undrar,VB.PRS.AKT,|undra..vb.1|,-,97,125.378559,undra
