word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency
"acquaintances,",__UNDEF__,__UNDEF__,+,1,1.345377
Vamoose,NP,__UNDEF__,+,1,1.345377
affluent,JJ,__UNDEF__,+,1,1.345377
unloved,JJ,__UNDEF__,+,1,1.345377
mirrored,__UNDEF__,__UNDEF__,+,1,1.345377
complain,__UNDEF__,__UNDEF__,+,1,1.345377
COURAGE_AND_HOPE,NP,__UNDEF__,+,1,1.345377
clever,__UNDEF__,__UNDEF__,+,1,1.345377
seventy,NN,__UNDEF__,+,1,1.345377
incomers,NNS,__UNDEF__,+,1,1.345377
enlist,VB,__UNDEF__,+,1,1.345377
e.g.,RB,__UNDEF__,+,1,1.345377
Vesterlund,NP,__UNDEF__,+,1,1.345377
replenish,VB,__UNDEF__,+,1,1.345377
clown,__UNDEF__,__UNDEF__,+,1,1.345377
WITH,NP,__UNDEF__,+,1,1.345377
DAY_IN_HÄLSINGLAND_A_LARGE_GREEN_LEAF,NP,__UNDEF__,+,1,1.345377
Roo-noise,NP,__UNDEF__,+,1,1.345377
kindest,JJS,__UNDEF__,+,1,1.345377
devout?,__UNDEF__,__UNDEF__,+,1,1.345377
windfalls,NNS,__UNDEF__,+,1,1.345377
Apple_PowerBook,NP,__UNDEF__,+,1,1.345377
Nazi_Germany,NP,__UNDEF__,+,1,1.345377
finer,NN,__UNDEF__,+,1,1.345377
well-meaning,JJ,__UNDEF__,+,1,1.345377
eighty-one,Z,__UNDEF__,+,1,1.345377
snow-blended,VBN,__UNDEF__,+,1,1.345377
"fitting,",__UNDEF__,__UNDEF__,+,1,1.345377
college,NN,__UNDEF__,+,1,1.345377
Throng,NN,__UNDEF__,+,1,1.345377
Dalarna,NP,__UNDEF__,+,1,1.345377
O_People,NP,__UNDEF__,+,1,1.345377
box-lids,NNS,__UNDEF__,+,1,1.345377
U.S.A.,NP,__UNDEF__,+,1,1.345377
gun's,__UNDEF__,__UNDEF__,+,1,1.345377
care,__UNDEF__,__UNDEF__,+,1,1.345377
ski,NN,__UNDEF__,+,1,1.345377
goddammed,VBN,__UNDEF__,+,1,1.345377
Mogilev,NP,__UNDEF__,+,1,1.345377
WASP,NP,__UNDEF__,+,1,1.345377
DONE,NP,__UNDEF__,+,1,1.345377
12.14,Z,__UNDEF__,+,1,1.345377
competently,RB,__UNDEF__,+,1,1.345377
"(Ugh,",__UNDEF__,__UNDEF__,+,1,1.345377
"""you""",__UNDEF__,__UNDEF__,+,1,1.345377
smokestacks,NNS,__UNDEF__,+,1,1.345377
Doctors,NNS,__UNDEF__,+,1,1.345377
slanted,VBD,__UNDEF__,+,1,1.345377
attackers,NNS,__UNDEF__,+,1,1.345377
liveable,JJ,__UNDEF__,+,1,1.345377
Wonderful,JJ,__UNDEF__,+,1,1.345377
self-defence,NN,__UNDEF__,+,1,1.345377
Polish,__UNDEF__,__UNDEF__,+,1,1.345377
TB,NP,__UNDEF__,+,1,1.345377
hasten,VBP,__UNDEF__,+,1,1.345377
managed,__UNDEF__,__UNDEF__,+,1,1.345377
Spencer,__UNDEF__,__UNDEF__,+,1,1.345377
yearn,VB,__UNDEF__,+,1,1.345377
heaviest,JJS,__UNDEF__,+,1,1.345377
jostled,VBN,__UNDEF__,+,1,1.345377
leadership,NN,__UNDEF__,+,1,1.345377
raids,VBZ,__UNDEF__,+,1,1.345377
readings,NNS,__UNDEF__,+,1,1.345377
knitted,VBD,__UNDEF__,+,1,1.345377
"bastard.""",__UNDEF__,__UNDEF__,+,1,1.345377
"candy,",__UNDEF__,__UNDEF__,+,1,1.345377
Teeth,NNS,__UNDEF__,+,1,1.345377
schoolbooks,__UNDEF__,__UNDEF__,+,1,1.345377
Benjamin_of_the_Annex,NP,__UNDEF__,+,1,1.345377
twirling,VBG,__UNDEF__,+,1,1.345377
mini-mart,NN,__UNDEF__,+,1,1.345377
rebel,VB,__UNDEF__,+,1,1.345377
"King,",__UNDEF__,__UNDEF__,+,1,1.345377
Yesterday,__UNDEF__,__UNDEF__,+,1,1.345377
passerby,NN,__UNDEF__,+,1,1.345377
impartial,JJ,__UNDEF__,+,1,1.345377
white-linen,NN,__UNDEF__,+,1,1.345377
whew,VBP,__UNDEF__,+,1,1.345377
ON_THE_OTHER_HAND,RB,__UNDEF__,+,1,1.345377
howl,VBP,__UNDEF__,+,1,1.345377
"Provisions.""",__UNDEF__,__UNDEF__,+,1,1.345377
New_Sweden,NP,__UNDEF__,+,1,1.345377
sword,__UNDEF__,__UNDEF__,+,1,1.345377
swelled,VBN,__UNDEF__,+,1,1.345377
tactics,NNS,__UNDEF__,+,1,1.345377
snappy,JJ,__UNDEF__,+,1,1.345377
backwaters,NNS,__UNDEF__,+,1,1.345377
yowl,VBP,__UNDEF__,+,1,1.345377
sight-seeing,VBG,__UNDEF__,+,1,1.345377
Erika.,__UNDEF__,__UNDEF__,+,1,1.345377
flood-level,NN,__UNDEF__,+,1,1.345377
driest,JJS,__UNDEF__,+,1,1.345377
plans.,__UNDEF__,__UNDEF__,+,1,1.345377
peelings,NNS,__UNDEF__,+,1,1.345377
Falk.,__UNDEF__,__UNDEF__,+,1,1.345377
bid,VBD,__UNDEF__,+,1,1.345377
owe,VBP,__UNDEF__,+,1,1.345377
notches,NNS,__UNDEF__,+,1,1.345377
dependant,NN,__UNDEF__,+,1,1.345377
ferryman,NN,__UNDEF__,+,1,1.345377
eighth,JJ,__UNDEF__,+,1,1.345377
informed,__UNDEF__,__UNDEF__,+,1,1.345377
listeners,__UNDEF__,__UNDEF__,+,1,1.345377
spindly,JJ,__UNDEF__,+,1,1.345377
24.00_guilders,Zm,__UNDEF__,+,1,1.345377
unwashed-up,VBN,__UNDEF__,+,1,1.345377
romped,VBN,__UNDEF__,+,1,1.345377
"Fumle-Drumle,",__UNDEF__,__UNDEF__,+,1,1.345377
drilling,VBG,__UNDEF__,+,1,1.345377
Centralen,NP,__UNDEF__,+,1,1.345377
Granted,VBN,__UNDEF__,+,1,1.345377
Where,__UNDEF__,__UNDEF__,+,1,1.345377
innkeeper,NN,__UNDEF__,+,1,1.345377
doorframe,NN,__UNDEF__,+,1,1.345377
workforce,NN,__UNDEF__,+,1,1.345377
Hatter,__UNDEF__,__UNDEF__,+,1,1.345377
plumped,VBD,__UNDEF__,+,1,1.345377
border,__UNDEF__,__UNDEF__,+,1,1.345377
"WEDNESDAY_,_JANUARY_13_,_1943",W,__UNDEF__,+,1,1.345377
Adventures_of_Nils,NP,__UNDEF__,+,1,1.345377
printed,VBD,__UNDEF__,+,1,1.345377
Preoccupied,VBN,__UNDEF__,+,1,1.345377
Hamburg_I,NP,__UNDEF__,+,1,1.345377
"with,",__UNDEF__,__UNDEF__,+,1,1.345377
"MONDAY_,_AUGUST_23_,_1943",W,__UNDEF__,+,1,1.345377
rippling,VBG,__UNDEF__,+,1,1.345377
blisters,NNS,__UNDEF__,+,1,1.345377
self-knowledge.,__UNDEF__,__UNDEF__,+,1,1.345377
Orders,NNS,__UNDEF__,+,1,1.345377
"expected,",__UNDEF__,__UNDEF__,+,1,1.345377
zooming,VBG,__UNDEF__,+,1,1.345377
text,__UNDEF__,__UNDEF__,+,1,1.345377
bookcases,NNS,__UNDEF__,+,1,1.345377
loathsome,JJ,__UNDEF__,+,1,1.345377
hordes,NNS,__UNDEF__,+,1,1.345377
ten-year-old,JJ,__UNDEF__,+,1,1.345377
thrived,VBD,__UNDEF__,+,1,1.345377
liniment,NN,__UNDEF__,+,1,1.345377
LACKING_IN_EMPATHY,NP,__UNDEF__,+,1,1.345377
civilization,NN,__UNDEF__,+,1,1.345377
specimens,__UNDEF__,__UNDEF__,+,1,1.345377
imitated,VBN,__UNDEF__,+,1,1.345377
grinder,NN,__UNDEF__,+,1,1.345377
squashing,VBG,__UNDEF__,+,1,1.345377
Pappa,NN,__UNDEF__,+,1,1.345377
Seeing,VBG,__UNDEF__,+,1,1.345377
enemies,__UNDEF__,__UNDEF__,+,1,1.345377
pretend,JJ,__UNDEF__,+,1,1.345377
two_gray,Zu,__UNDEF__,+,1,1.345377
coiling,VBG,__UNDEF__,+,1,1.345377
Downstairs,NNS,__UNDEF__,+,1,1.345377
hospitalized,VBN,__UNDEF__,+,1,1.345377
bewildered,VBD,__UNDEF__,+,1,1.345377
Daddy's,__UNDEF__,__UNDEF__,+,1,1.345377
Barnekows,NP,__UNDEF__,+,1,1.345377
contributors,NNS,__UNDEF__,+,1,1.345377
"will,'",__UNDEF__,__UNDEF__,+,1,1.345377
rages,NNS,__UNDEF__,+,1,1.345377
machine,__UNDEF__,__UNDEF__,+,1,1.345377
"""Then",__UNDEF__,__UNDEF__,+,1,1.345377
Goa-Nisse's,NP,__UNDEF__,+,1,1.345377
"this,""",__UNDEF__,__UNDEF__,+,1,1.345377
0.05,Z,__UNDEF__,+,1,1.345377
loose-jointed,VBN,__UNDEF__,+,1,1.345377
extinguished,VBD,__UNDEF__,+,1,1.345377
Anxious,NP,__UNDEF__,+,1,1.345377
rilly,JJ,__UNDEF__,+,1,1.345377
Melancholy_Annex,NP,__UNDEF__,+,1,1.345377
virtuoso,NN,__UNDEF__,+,1,1.345377
chancel,VB,__UNDEF__,+,1,1.345377
phoned,VBD,__UNDEF__,+,1,1.345377
sunglasses,NNS,__UNDEF__,+,1,1.345377
pinnacles,NNS,__UNDEF__,+,1,1.345377
International_Astronomical_Congress,NP,__UNDEF__,+,1,1.345377
Western_Land,NP,__UNDEF__,+,1,1.345377
maintained,VBN,__UNDEF__,+,1,1.345377
Pippi_Plays_Tag,NP,__UNDEF__,+,1,1.345377
"THURSDAY_,_JULY_6_,_1944",W,__UNDEF__,+,1,1.345377
Wake,VB,__UNDEF__,+,1,1.345377
bat,VB,__UNDEF__,+,1,1.345377
mobilising,VBG,__UNDEF__,+,1,1.345377
deftly,__UNDEF__,__UNDEF__,+,1,1.345377
wide-armed,VBN,__UNDEF__,+,1,1.345377
loft,__UNDEF__,__UNDEF__,+,1,1.345377
moldy,JJ,__UNDEF__,+,1,1.345377
"Pot,""",__UNDEF__,__UNDEF__,+,1,1.345377
electrodes,NNS,__UNDEF__,+,1,1.345377
reappearing,VBG,__UNDEF__,+,1,1.345377
Escaping,VBG,__UNDEF__,+,1,1.345377
characterized,VBN,__UNDEF__,+,1,1.345377
BlueTooth,NP,__UNDEF__,+,1,1.345377
murder,__UNDEF__,__UNDEF__,+,1,1.345377
Tjack,NP,__UNDEF__,+,1,1.345377
singing,__UNDEF__,__UNDEF__,+,1,1.345377
sabbatical,NN,__UNDEF__,+,1,1.345377
gauze,NN,__UNDEF__,+,1,1.345377
"SATURDAY_,_FEBRUARY_27_,_1943",W,__UNDEF__,+,1,1.345377
dragon-guarded,VBN,__UNDEF__,+,1,1.345377
flailed,VBD,__UNDEF__,+,1,1.345377
CAUCUS-RACE_AND_A_LONG_TAIL,NP,__UNDEF__,+,1,1.345377
19.12,Z,__UNDEF__,+,1,1.345377
leftover,JJ,__UNDEF__,+,1,1.345377
ultimately,RB,__UNDEF__,+,1,1.345377
durstn't,RB,__UNDEF__,+,1,1.345377
dreamless,JJ,__UNDEF__,+,1,1.345377
charted,VBN,__UNDEF__,+,1,1.345377
lug,__UNDEF__,__UNDEF__,+,1,1.345377
dormer,NN,__UNDEF__,+,1,1.345377
"""Is",__UNDEF__,__UNDEF__,+,1,1.345377
cheerful.,__UNDEF__,__UNDEF__,+,1,1.345377
tidying,VBG,__UNDEF__,+,1,1.345377
loyalties,NNS,__UNDEF__,+,1,1.345377
spinach,__UNDEF__,__UNDEF__,+,1,1.345377
Lotta_Karim,NP,__UNDEF__,+,1,1.345377
"me,""",__UNDEF__,__UNDEF__,+,1,1.345377
discoursed,VBD,__UNDEF__,+,1,1.345377
roasted,VBD,__UNDEF__,+,1,1.345377
Climbing-trees,VBZ,__UNDEF__,+,1,1.345377
THE_EVIL_EMPIRE,NP,__UNDEF__,+,1,1.345377
optical,JJ,__UNDEF__,+,1,1.345377
psychopathic,JJ,__UNDEF__,+,1,1.345377
0.7S,Z,__UNDEF__,+,1,1.345377
Tage_Erlander,NP,__UNDEF__,+,1,1.345377
theatre,NN,__UNDEF__,+,1,1.345377
shorthand.,__UNDEF__,__UNDEF__,+,1,1.345377
gassed.,__UNDEF__,__UNDEF__,+,1,1.345377
THE_Caterpillar,NP,__UNDEF__,+,1,1.345377
socialisation,NN,__UNDEF__,+,1,1.345377
trot,VBP,__UNDEF__,+,1,1.345377
"WEDNESDAY_,_MARCH_10_,_1943",W,__UNDEF__,+,1,1.345377
cakes,VBZ,__UNDEF__,+,1,1.345377
vive,VB,__UNDEF__,+,1,1.345377
burst,__UNDEF__,__UNDEF__,+,1,1.345377
sliced,VBN,__UNDEF__,+,1,1.345377
Carl_Mikael_Blomkvist,NP,__UNDEF__,+,1,1.345377
sounding,VBG,__UNDEF__,+,1,1.345377
flocked,VBN,__UNDEF__,+,1,1.345377
chins,NNS,__UNDEF__,+,1,1.345377
Frode_'s_Mercedes,NP,__UNDEF__,+,1,1.345377
crossword,NN,__UNDEF__,+,1,1.345377
cumbersome,JJ,__UNDEF__,+,1,1.345377
Oviksfjällen,NP,__UNDEF__,+,1,1.345377
activities,__UNDEF__,__UNDEF__,+,1,1.345377
divide,VBP,__UNDEF__,+,1,1.345377
glow,VB,__UNDEF__,+,1,1.345377
rose-bushes,NNS,__UNDEF__,+,1,1.345377
appear,__UNDEF__,__UNDEF__,+,1,1.345377
greedily,RB,__UNDEF__,+,1,1.345377
hygienic,JJ,__UNDEF__,+,1,1.345377
Voices,NNS,__UNDEF__,+,1,1.345377
tied,__UNDEF__,__UNDEF__,+,1,1.345377
King_of_the_Elves_of_the_Wood,NP,__UNDEF__,+,1,1.345377
restless,__UNDEF__,__UNDEF__,+,1,1.345377
mutely,RB,__UNDEF__,+,1,1.345377
diarrhea,NN,__UNDEF__,+,1,1.345377
Martin.,__UNDEF__,__UNDEF__,+,1,1.345377
kidnappers,NNS,__UNDEF__,+,1,1.345377
"Tom,",__UNDEF__,__UNDEF__,+,1,1.345377
stowed,VBD,__UNDEF__,+,1,1.345377
sarcasms,NNS,__UNDEF__,+,1,1.345377
remodelled,VBN,__UNDEF__,+,1,1.345377
"know,""",__UNDEF__,__UNDEF__,+,1,1.345377
HAS_BEEN_MISSING_FROM_HER_HOME_ON_HEDEBY_ISLAND_SINCE,NP,__UNDEF__,+,1,1.345377
dream,__UNDEF__,__UNDEF__,+,1,1.345377
Industry,NN,__UNDEF__,+,1,1.345377
Mabel!,__UNDEF__,__UNDEF__,+,1,1.345377
Höganäs,NP,__UNDEF__,+,1,1.345377
scrumptious,JJ,__UNDEF__,+,1,1.345377
sling,NN,__UNDEF__,+,1,1.345377
"""Momsy.""",__UNDEF__,__UNDEF__,+,1,1.345377
stress,NN,__UNDEF__,+,1,1.345377
"anything,",__UNDEF__,__UNDEF__,+,1,1.345377
SAID_I_COULD_NOT_SWIM,NP,__UNDEF__,+,1,1.345377
high-end,JJ,__UNDEF__,+,1,1.345377
yes.,__UNDEF__,__UNDEF__,+,1,1.345377
jocular,JJ,__UNDEF__,+,1,1.345377
twentieth_of_March,W,__UNDEF__,+,1,1.345377
neutralised,VBN,__UNDEF__,+,1,1.345377
scholar,NN,__UNDEF__,+,1,1.345377
daisy-chain,NN,__UNDEF__,+,1,1.345377
quote,VBP,__UNDEF__,+,1,1.345377
lectures,VBZ,__UNDEF__,+,1,1.345377
imperfect,__UNDEF__,__UNDEF__,+,1,1.345377
sissed,VBD,__UNDEF__,+,1,1.345377
Nay,NN,__UNDEF__,+,1,1.345377
hiding-places,VBZ,__UNDEF__,+,1,1.345377
keepsake,NN,__UNDEF__,+,1,1.345377
Roman_Catholic_Church,NP,__UNDEF__,+,1,1.345377
long-delayed,JJ,__UNDEF__,+,1,1.345377
spend,__UNDEF__,__UNDEF__,+,1,1.345377
videotapes.,__UNDEF__,__UNDEF__,+,1,1.345377
copped,NN,__UNDEF__,+,1,1.345377
heather-knolls,NNS,__UNDEF__,+,1,1.345377
Yawn,VB,__UNDEF__,+,1,1.345377
gained,__UNDEF__,__UNDEF__,+,1,1.345377
attached,__UNDEF__,__UNDEF__,+,1,1.345377
"11,000",Z,__UNDEF__,+,1,1.345377
exclusively,RB,__UNDEF__,+,1,1.345377
contemplation,NN,__UNDEF__,+,1,1.345377
mythomaniac,NN,__UNDEF__,+,1,1.345377
PowerP,NP,__UNDEF__,+,1,1.345377
dampened,VBD,__UNDEF__,+,1,1.345377
headaches,NNS,__UNDEF__,+,1,1.345377
unknown,NN,__UNDEF__,+,1,1.345377
Change,NN,__UNDEF__,+,1,1.345377
Thereafter,RB,__UNDEF__,+,1,1.345377
THIRD_ANIMAL_HAS_JOINED_THE_OTHER,NP,__UNDEF__,+,1,1.345377
October_three,W,__UNDEF__,+,1,1.345377
damaging,VBG,__UNDEF__,+,1,1.345377
Shelters,NNS,__UNDEF__,+,1,1.345377
23.xii,Z,__UNDEF__,+,1,1.345377
audible,JJ,__UNDEF__,+,1,1.345377
IMPOSSIBLE,NP,__UNDEF__,+,1,1.345377
Dubious,JJ,__UNDEF__,+,1,1.345377
queer,VBP,__UNDEF__,+,1,1.345377
Schiphol,__UNDEF__,__UNDEF__,+,1,1.345377
Bakery,NN,__UNDEF__,+,1,1.345377
steals,VBZ,__UNDEF__,+,1,1.345377
measly,JJ,__UNDEF__,+,1,1.345377
disclosure,NN,__UNDEF__,+,1,1.345377
streaked,VBN,__UNDEF__,+,1,1.345377
Jerusalem,NP,__UNDEF__,+,1,1.345377
sheathing,VBG,__UNDEF__,+,1,1.345377
taping,NN,__UNDEF__,+,1,1.345377
all-the-other-girls,NNS,__UNDEF__,+,1,1.345377
ARENA,NP,__UNDEF__,+,1,1.345377
Laziness,__UNDEF__,__UNDEF__,+,1,1.345377
Cast,VB,__UNDEF__,+,1,1.345377
Goosefiord,NP,__UNDEF__,+,1,1.345377
keyboard,NN,__UNDEF__,+,1,1.345377
twined,VBD,__UNDEF__,+,1,1.345377
French,__UNDEF__,__UNDEF__,+,1,1.345377
cramming,VBG,__UNDEF__,+,1,1.345377
playmates,NNS,__UNDEF__,+,1,1.345377
WHOEVER_YOU_ARE,NP,__UNDEF__,+,1,1.345377
deep-hidden,VBN,__UNDEF__,+,1,1.345377
admittance,NN,__UNDEF__,+,1,1.345377
gosh,NN,__UNDEF__,+,1,1.345377
ladies.,__UNDEF__,__UNDEF__,+,1,1.345377
to-day.,__UNDEF__,__UNDEF__,+,1,1.345377
good.,__UNDEF__,__UNDEF__,+,1,1.345377
NICHT,NP,__UNDEF__,+,1,1.345377
spoil,NN,__UNDEF__,+,1,1.345377
armpit,NN,__UNDEF__,+,1,1.345377
MAN_OR_A_WOMAN_WHO_IS_A_MEDIUM_OR_A_WIZARD_SHALL_BE_PUT_TO_DEATH,NP,__UNDEF__,+,1,1.345377
moodiness,NN,__UNDEF__,+,1,1.345377
mosque,NN,__UNDEF__,+,1,1.345377
blotted,VBN,__UNDEF__,+,1,1.345377
doctoral,JJ,__UNDEF__,+,1,1.345377
Faintly,RB,__UNDEF__,+,1,1.345377
voice;,__UNDEF__,__UNDEF__,+,1,1.345377
photographic,__UNDEF__,__UNDEF__,+,1,1.345377
well-protected,JJ,__UNDEF__,+,1,1.345377
Postmark,NN,__UNDEF__,+,1,1.345377
terraces,NNS,__UNDEF__,+,1,1.345377
"FRIDAY_,_OCTOBER_29_,_1943",W,__UNDEF__,+,1,1.345377
pins,NNS,__UNDEF__,+,1,1.345377
reciting,VBG,__UNDEF__,+,1,1.345377
grayish-brown,JJ,__UNDEF__,+,1,1.345377
Marvelling,VBG,__UNDEF__,+,1,1.345377
back-door.,__UNDEF__,__UNDEF__,+,1,1.345377
buyer,NN,__UNDEF__,+,1,1.345377
oily,JJ,__UNDEF__,+,1,1.345377
pressed,__UNDEF__,__UNDEF__,+,1,1.345377
parquet,NN,__UNDEF__,+,1,1.345377
stumble,NN,__UNDEF__,+,1,1.345377
teeth-filled,VBN,__UNDEF__,+,1,1.345377
scaling,VBG,__UNDEF__,+,1,1.345377
widen,VBP,__UNDEF__,+,1,1.345377
numbskull,NN,__UNDEF__,+,1,1.345377
itchy,JJ,__UNDEF__,+,1,1.345377
mentally,__UNDEF__,__UNDEF__,+,1,1.345377
forestry,NN,__UNDEF__,+,1,1.345377
dildos,NNS,__UNDEF__,+,1,1.345377
processor,NN,__UNDEF__,+,1,1.345377
somersault,NN,__UNDEF__,+,1,1.345377
reupholstering,VBG,__UNDEF__,+,1,1.345377
Doubtless,RB,__UNDEF__,+,1,1.345377
Teach,VB,__UNDEF__,+,1,1.345377
forty-five,__UNDEF__,__UNDEF__,+,1,1.345377
bother,NN,__UNDEF__,+,1,1.345377
Hoping,VBG,__UNDEF__,+,1,1.345377
capability,NN,__UNDEF__,+,1,1.345377
hayloft,NN,__UNDEF__,+,1,1.345377
"'Now,",__UNDEF__,__UNDEF__,+,1,1.345377
place.,__UNDEF__,__UNDEF__,+,1,1.345377
polite.,__UNDEF__,__UNDEF__,+,1,1.345377
shareware,NN,__UNDEF__,+,1,1.345377
arduous,JJ,__UNDEF__,+,1,1.345377
hulling,__UNDEF__,__UNDEF__,+,1,1.345377
quarterdeck,NN,__UNDEF__,+,1,1.345377
surmount,VB,__UNDEF__,+,1,1.345377
compass,NN,__UNDEF__,+,1,1.345377
eased,VBD,__UNDEF__,+,1,1.345377
unfit,VB,__UNDEF__,+,1,1.345377
newsletter,NN,__UNDEF__,+,1,1.345377
oblique,JJ,__UNDEF__,+,1,1.345377
constituted,VBN,__UNDEF__,+,1,1.345377
mop,NN,__UNDEF__,+,1,1.345377
reexamine,VB,__UNDEF__,+,1,1.345377
slayer,NN,__UNDEF__,+,1,1.345377
NIGHT,NP,__UNDEF__,+,1,1.345377
Suspicious,NP,__UNDEF__,+,1,1.345377
quickest,JJS,__UNDEF__,+,1,1.345377
wave-crests,NNS,__UNDEF__,+,1,1.345377
Ternopol.,__UNDEF__,__UNDEF__,+,1,1.345377
pale,VBP,__UNDEF__,+,1,1.345377
makeshift,JJ,__UNDEF__,+,1,1.345377
"attack,",__UNDEF__,__UNDEF__,+,1,1.345377
maggots,NNS,__UNDEF__,+,1,1.345377
SKIN_COLOUR,NP,__UNDEF__,+,1,1.345377
Svedala,NP,__UNDEF__,+,1,1.345377
de,VBD,__UNDEF__,+,1,1.345377
disapprovingly,RB,__UNDEF__,+,1,1.345377
page,__UNDEF__,__UNDEF__,+,1,1.345377
KARLSON_PLAYS_GHOST,NP,__UNDEF__,+,1,1.345377
"Majesty,",__UNDEF__,__UNDEF__,+,1,1.345377
lady,__UNDEF__,__UNDEF__,+,1,1.345377
RUNNING_WATER,NP,__UNDEF__,+,1,1.345377
Finnish_Winter_War,NP,__UNDEF__,+,1,1.345377
harshest,JJS,__UNDEF__,+,1,1.345377
Inwardly,NP,__UNDEF__,+,1,1.345377
MAMMICHEN,NP,__UNDEF__,+,1,1.345377
interfered,VBD,__UNDEF__,+,1,1.345377
unions,NNS,__UNDEF__,+,1,1.345377
edible,JJ,__UNDEF__,+,1,1.345377
Stockholmers,NP,__UNDEF__,+,1,1.345377
"gift,",__UNDEF__,__UNDEF__,+,1,1.345377
GRAYSKIN_'S_FLIGHT,NP,__UNDEF__,+,1,1.345377
valley-bottom,NN,__UNDEF__,+,1,1.345377
"Finally,",__UNDEF__,__UNDEF__,+,1,1.345377
Rats,NNS,__UNDEF__,+,1,1.345377
Fulfill,VB,__UNDEF__,+,1,1.345377
watch-service,NN,__UNDEF__,+,1,1.345377
CHAPTER_XII,NP,__UNDEF__,+,1,1.345377
mountain-slopes,NNS,__UNDEF__,+,1,1.345377
closet,__UNDEF__,__UNDEF__,+,1,1.345377
article,__UNDEF__,__UNDEF__,+,1,1.345377
appropriating,VBG,__UNDEF__,+,1,1.345377
"O.K.,""",__UNDEF__,__UNDEF__,+,1,1.345377
bounty,NN,__UNDEF__,+,1,1.345377
King;,__UNDEF__,__UNDEF__,+,1,1.345377
Denial,NN,__UNDEF__,+,1,1.345377
amount,VB,__UNDEF__,+,1,1.345377
Missage,__UNDEF__,__UNDEF__,+,1,1.345377
D.O._Ryttinger,NP,__UNDEF__,+,1,1.345377
forty_kilometres,Zu,__UNDEF__,+,1,1.345377
do-it-yourself,NN,__UNDEF__,+,1,1.345377
mottled,VBN,__UNDEF__,+,1,1.345377
I.D.,__UNDEF__,__UNDEF__,+,1,1.345377
abated,VBD,__UNDEF__,+,1,1.345377
balustrades,NNS,__UNDEF__,+,1,1.345377
mock,JJ,__UNDEF__,+,1,1.345377
wayfarers,NNS,__UNDEF__,+,1,1.345377
"eight,",__UNDEF__,__UNDEF__,+,1,1.345377
beckon,VB,__UNDEF__,+,1,1.345377
gorse-bushes,NNS,__UNDEF__,+,1,1.345377
poof,NN,__UNDEF__,+,1,1.345377
infrared,JJ,__UNDEF__,+,1,1.345377
far.,__UNDEF__,__UNDEF__,+,1,1.345377
termination,NN,__UNDEF__,+,1,1.345377
Paint,VB,__UNDEF__,+,1,1.345377
Ukraine,NP,__UNDEF__,+,1,1.345377
witty,__UNDEF__,__UNDEF__,+,1,1.345377
glögg,NN,__UNDEF__,+,1,1.345377
twinkled,VBN,__UNDEF__,+,1,1.345377
crone,NN,__UNDEF__,+,1,1.345377
blush;,__UNDEF__,__UNDEF__,+,1,1.345377
clipped,VBN,__UNDEF__,+,1,1.345377
Q.,NP,__UNDEF__,+,1,1.345377
sponsors,NNS,__UNDEF__,+,1,1.345377
shambled,VBD,__UNDEF__,+,1,1.345377
although,__UNDEF__,__UNDEF__,+,1,1.345377
American,__UNDEF__,__UNDEF__,+,1,1.345377
aircraft,NN,__UNDEF__,+,1,1.345377
curtsying,VBG,__UNDEF__,+,1,1.345377
paddled,VBD,__UNDEF__,+,1,1.345377
refrain,__UNDEF__,__UNDEF__,+,1,1.345377
rowboats,NNS,__UNDEF__,+,1,1.345377
Forthwith,NP,__UNDEF__,+,1,1.345377
mentions,VBZ,__UNDEF__,+,1,1.345377
fetched,VBN,__UNDEF__,+,1,1.345377
illuminating,VBG,__UNDEF__,+,1,1.345377
main,__UNDEF__,__UNDEF__,+,1,1.345377
Serious,NP,__UNDEF__,+,1,1.345377
HUNNY,__UNDEF__,__UNDEF__,+,1,1.345377
rhyme,NN,__UNDEF__,+,1,1.345377
jerk,VB,__UNDEF__,+,1,1.345377
episode,__UNDEF__,__UNDEF__,+,1,1.345377
birthday,__UNDEF__,__UNDEF__,+,1,1.345377
Squeaking,VBG,__UNDEF__,+,1,1.345377
saddled,VBD,__UNDEF__,+,1,1.345377
much!,__UNDEF__,__UNDEF__,+,1,1.345377
GENERAL_REMARKS,NP,__UNDEF__,+,1,1.345377
energies,NNS,__UNDEF__,+,1,1.345377
Zaandam,NP,__UNDEF__,+,1,1.345377
advertised,VBD,__UNDEF__,+,1,1.345377
armourers,NNS,__UNDEF__,+,1,1.345377
handsomest,__UNDEF__,__UNDEF__,+,1,1.345377
benefactors,NNS,__UNDEF__,+,1,1.345377
front-hall,NN,__UNDEF__,+,1,1.345377
stall,VB,__UNDEF__,+,1,1.345377
five-minute,NN,__UNDEF__,+,1,1.345377
armrest,NN,__UNDEF__,+,1,1.345377
luxuriously,RB,__UNDEF__,+,1,1.345377
XIV,NP,__UNDEF__,+,1,1.345377
acclaim,VBP,__UNDEF__,+,1,1.345377
pilots,NNS,__UNDEF__,+,1,1.345377
special.,__UNDEF__,__UNDEF__,+,1,1.345377
"""Splendid.",__UNDEF__,__UNDEF__,+,1,1.345377
puck,NN,__UNDEF__,+,1,1.345377
Council,NP,__UNDEF__,+,1,1.345377
fasten,VBP,__UNDEF__,+,1,1.345377
pine-cone,NN,__UNDEF__,+,1,1.345377
